文章标题,时间,昵称,内容,类型
水业集团关于静态管理期间供排水保障工作的安排,2022-09-09 14:55:46 新疆,张耀选,广汇物业管理的长春南路蓝调一品A区，地下输水管经常性漏水，维修频率高，维修速度慢，给广大业主造成很大麻烦。9月8日下午出现故障，到9月9日下午还没有修好，疫情期间大家都在家里呆着，长时间没有水，生活真的很不好。水管部门应督促物业及时解决业主用水问题。,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-09-09 12:33:07 新疆,沐浴阳光,我们这经常停水，封闭在家，今天停水不知什么情况，温泉东路南五巷，,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-09-04 11:27:20 新疆,郭俊,在网上交费怎么交不成。,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-20 09:44:20 新疆,简单,小区里的自主管理的楼宇外的排水出现问题 你们处理吗,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-16 20:51:37 新疆,五娃,水磨沟区静园路166水墨嘉苑小区什么时候能来水？,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-16 09:15:49 新疆,马光辉,丨C卡表没电了怎么办？,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-15 19:59:45 新疆,呆呆,请问沙依巴克区供排水公司联系方式是什么？,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-15 19:41:47 新疆,，13999160307,因维修停水.紧急情况等，请你们安民告示！？能让老百姓知情，谢谢,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-15 18:18:26 新疆,苏维新,请问，你们收水费的原则是，先扣水费，消费者再使用，用量是你们制定的还是预算的。如7月初就扣水费6方，8月初就扣水费5方，请问依据是什么？一人正常用水，为什么前几个月每月只扣2方或3方，不明白呀,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-08-15 14:51:04 新疆,海阔天空,自来水规水务集团还是规物业管理，我们以换成智能水表，为什么还要物业来收费，而且收费比水务集团高4.72元新花花园小区，鲤鱼山南路98号,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2022-11-24 20:40:31 新疆,丽姐,你好，沙区新通小区四区后面新建商品房，金泰雅居，自来水跑了一星期了，太浪费水了，你们过来看看,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-28 11:02:52,青花,大家学习的榜样。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-28 09:47:59,米尼沙汗,👍👍👍👍👍❤❤❤🧣,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 23:39:07,子峰,这是我参加工作时一块儿进乌河管理处的老同事，住一个宿舍。多年未见，已是水业集团中流砥柱！加油！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 23:09:14,夏天的雪K,为了大家舍了小家，为平凡的人点赞👍,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 22:43:28,南来北往,平凡的人，做的平常的事，向田荣学习！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 21:29:58,超越梦想,给我们共行人点赞，为田师傅点赞,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 21:25:17,陈鹏,田哥你是最棒的！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 21:05:07,赵斌：15999128611,吃水不忘水务人,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 20:49:38,秦老大,好党员l是好的！学习他的I作好样的′,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 19:37:27,夜色倾城,向田荣同志学习，奉献精神👍,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 18:52:00,岁月静好,守卫着城市供水血脉，肩负着保障安全供水的重任，向最美的水业人致敬！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 17:18:13,绒花,我为他点赞他，值得我学习。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 16:56:30,韩ヾ(ZーG)ノ,最美水业人，优秀共产党员田荣，你的坚持，无私，舍小家为大家的精神，值得我们学习。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 16:28:29,天山雪,向最美供水一线的干部职工致敬学习，是你们无私敬业精神为乌市安全正常供水点赞！！！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 16:09:07,幸福女人,田荣你是水业集团的骄傲，值得每一个人学习！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 16:05:23,幸福女人,,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 15:17:57,hxf,党的好儿子是大家学习的榜样,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 15:05:18,安春霞,平凡的事业造就了不平凡的英雄，感恩水业的工作者，你们辛苦了，感谢在役情特殊时期为广大人民辛勤付出的英雄们！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 14:05:51,杨龙,城市人的荣耀，水业人的光荣。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 13:53:17,杨龙,,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 13:50:12,诺亚方舟,供水抢修，随时随地 ，确保城市供水。他是水业人的榜样。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:53:56,人在远方,平凡岗位建功立业，彰显共产党员本色。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:47:39,lcm,守护着城市供水、排水的“血脉”！——最美水业人,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:43:17,＠_＠,,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:33:11,胡晓光,为同行点赞,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:26:28,红苹果🍎,“优秀共产党员”是我们学习的榜样！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 12:06:05,沙枣花,感谢水业人感谢田荣！田荣是共产党员的模范！向模范共产党员田荣学习！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 11:42:51,薄荷🍒,作为水业人的一员，我深知你们的辛苦！你们为保障城市供水披星戴月，风里来雨里去，不顾严寒酷暑！践行三个服务！水业抢修人，我为你骄傲！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 11:39:08,赵杰,,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 11:28:02,云淡风轻,在平凡工作中做出不平凡的成绩，那是日积月累，不负韶华的人生观体现,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 11:16:57,吴军,辛苦了，舍小家，为大家，向工作在一线的工作人员，敬礼。,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:53:00,热沙拉提·艾山,疫情期间你辛苦啦，👍,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:36:03,人人,干着似乎是平凡们工作，其实都是为老百姓谋福利的伟大事业，感谢水业人，感谢田荣，为你们点赞！！！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:19:10,慧,为最美的水务师傅点赞,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:16:37,无量光【苏萍】,向田荣同志学习！🌻 🌻 🌻,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:11:51,新,这就是党员的样子！,主评论
【我的城市 我的感动】市级优秀共产党员、最美水业人田荣,2020-04-27 10:08:54,马神,路面修复麻烦快点，都两天了还没干完,主评论
​凝聚水业力量 “应战”疫情防控彰显国企担当,2022-11-11 17:25:14 山东,沫沫分享官Q15-旗舰店发货,,主评论
​凝聚水业力量 “应战”疫情防控彰显国企担当,2022-08-16 14:46:29 新疆,陈圭,彰显国企的中坚战力。向你们致敬！,主评论
​凝聚水业力量 “应战”疫情防控彰显国企担当,2022-08-15 14:47:35 新疆,Together,"好了好了，把你们的水务工作做好就行了，本职工作都没干明白，打电话让你们解决问题推这个推那个，这种现象到现在还是实际存在，现在摆拍发个文章有何意义，你们真的做的和文章上写的一样好吗？怕是不及十分之三吧，再者，疫情当前，人人需真诚，踏实，脚踏实地才是正途，少一点虚头巴脑百姓自会看的见，我也希望你们的工作能不愧于责任担当，不不愧于党旗党徽！
    这条留言我希望你们公开，如果你们干的真的很好，自有百姓替你们发声，接受群众意见才能说明你们在进步在位百姓谋幸福",主评论
​凝聚水业力量 “应战”疫情防控彰显国企担当,2022-08-15 14:47:29 新疆,Together,"好了好了，把你们的水务工作做好就行了，本职工作都没干明白，打电话让你们解决问题推这个推那个，这种现象到现在还是实际存在，现在摆拍发个文章有何意义，你们真的做的和文章上写的一样好吗？怕是不及十分之三吧，再者，疫情当前，人人需真诚，踏实，脚踏实地才是正途，少一点虚头巴脑百姓自会看的见，我也希望你们的工作能不愧于责任担当，不不愧于党旗党徽！
    这条留言我希望你们公开，如果你们干的真的很好，自有百姓替你们发声，接受群众意见才能说明你们在进步在位百姓谋幸福",主评论
​凝聚水业力量 “应战”疫情防控彰显国企担当,2022-08-15 14:47:20 新疆,Together,"好了好了，把你们的水务工作做好就行了，本职工作都没干明白，打电话让你们解决问题推这个推那个，这种现象到现在还是实际存在，现在摆拍发个文章有何意义，你们真的做的和文章上写的一样好吗？怕是不及十分之三吧，再者，疫情当前，人人需真诚，踏实，脚踏实地才是正途，少一点虚头巴脑百姓自会看的见，我也希望你们的工作能不愧于责任担当，不不愧于党旗党徽！
    这条留言我希望你们公开，如果你们干的真的很好，自有百姓替你们发声，接受群众意见才能说明你们在进步在位百姓谋幸福！",主评论
关于积极参与疫情防控志愿服务的倡议书,2022-10-25 14:59:33 新疆,云之南,我们这怎么没有看见你们的身影,主评论
关于积极参与疫情防控志愿服务的倡议书,2022-08-15 14:04:09 新疆,杨,大企业，就要有大作为！,主评论
辟谣！,2021-11-09 00:17:35,言西早k,以前每月21号交水费，现在提前到15号为什么不写通知？,主评论
辟谣！,2020-10-01 10:35:01,许愿誓言,胡乱发朋友圈造谣的必须严惩！！！,主评论
辟谣！,2020-08-03 13:51:50,当家的王者,非常时期制造谣言者要严惩不贷！,主评论
辟谣！,2020-08-03 13:13:07,苏凯,在火车西站住的，放出来的水都是黄的啥原因,主评论
辟谣！,2020-08-01 01:07:36,两点一线,不信谣，不传谣！,主评论
辟谣！,2020-07-31 22:56:55,山哥的人,不传谣不信谣。,主评论
辟谣！,2020-07-31 18:28:08,gulban,不能听谣言，相信我国的政策！,主评论
辟谣！,2020-07-31 14:51:43,.,没有什么危害性的，接的水放2天正好释放CI气，改良水，造谣的不怕累就让造去，谣言多了，自然生成免疫力，,主评论
辟谣！,2020-07-31 14:25:23,加孜依拉🌲,不信谣，不传谣，不造谣。加油乌鲁木齐！,主评论
辟谣！,2020-07-31 14:23:46,佳孜拉,不信谣，不传谣，不造谣,主评论
辟谣！,2020-07-31 12:26:54,心雨,,主评论
辟谣！,2020-07-31 11:56:43,星星,不信谣，不传谣，不造谣,主评论
辟谣！,2020-07-31 10:50:23,天空之城,不信谣，不传谣，以官方信息文件为准,主评论
辟谣！,2020-07-31 10:47:57,冷血暖阳,大家不信谣，不传谣，不造谣！,主评论
辟谣！,2020-07-31 10:42:20,雷丽红15099652117,就是把那些造谣生事的人严肃处理，不信谣，不传谣，不造谣。,主评论
